,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.001, 'epsilon': 0.01, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",27.20(2.49),96.54(0.32),19.53(2.31),6.47(0.25),93.57(0.38),14.65(0.16)
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.01, 'epsilon': 0.001, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",23.40(1.52),97.02(0.19),27.51(1.76),7.08(0.30),94.15(0.27),68.67(0.39)
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.01, 'epsilon': 0.001, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",24.40(2.97),96.89(0.38),26.82(2.56),7.01(0.35),93.97(0.45),69.01(0.55)
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.01, 'epsilon': 0.01, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",24.20(1.30),96.92(0.17),25.01(1.39),6.82(0.15),94.09(0.27),68.34(0.52)
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.01, 'epsilon': 0.01, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",24.80(2.17),96.84(0.28),25.08(1.45),6.85(0.16),93.94(0.41),67.40(0.31)
"{'alpha': 0.1, 'beta': 0.8, 'delta': 0.001, 'epsilon': 0.001, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",37.20(2.17),95.26(0.28),12.96(1.53),6.07(0.05),90.20(0.16),7.20(0.03)
"{'alpha': 0.1, 'beta': 0.8, 'delta': 0.001, 'epsilon': 0.001, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",37.20(2.77),95.26(0.35),13.35(1.65),6.08(0.08),90.00(0.45),6.87(0.02)
"{'alpha': 0.1, 'beta': 0.8, 'delta': 0.001, 'epsilon': 0.01, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",37.40(2.07),95.24(0.26),9.67(0.95),5.93(0.04),90.08(0.26),7.25(0.03)
"{'alpha': 0.1, 'beta': 0.8, 'delta': 0.001, 'epsilon': 0.01, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",37.00(2.35),95.29(0.30),10.48(1.25),5.95(0.04),90.11(0.28),6.90(0.03)
"{'alpha': 0.1, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.001, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",32.60(1.95),95.85(0.25),21.99(1.68),6.58(0.15),90.63(0.29),29.99(0.12)
"{'alpha': 0.1, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.001, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",32.80(2.59),95.82(0.33),23.16(1.87),6.68(0.17),90.62(0.53),28.46(0.10)
"{'alpha': 0.1, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.01, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",33.20(2.28),95.77(0.29),16.65(1.13),6.22(0.06),90.39(0.24),30.02(0.17)
"{'alpha': 0.1, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.01, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",33.60(2.07),95.72(0.26),17.88(0.85),6.29(0.05),90.25(0.31),28.50(0.05)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.001, 'epsilon': 0.001, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",29.40(2.70),96.25(0.34),31.96(4.51),12.92(3.16),93.00(0.87),4.35(0.17)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.001, 'epsilon': 0.001, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",29.20(2.39),96.28(0.30),35.73(3.47),12.83(2.02),93.02(0.62),4.06(0.06)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.001, 'epsilon': 0.01, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",29.80(1.79),96.20(0.23),33.05(2.87),12.53(2.38),92.87(1.04),4.29(0.14)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.001, 'epsilon': 0.01, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",29.60(1.52),96.23(0.19),35.79(3.95),13.01(2.01),92.99(0.56),4.10(0.12)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.001, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",26.40(1.34),96.64(0.17),50.01(4.30),24.69(4.59),93.42(0.49),17.80(0.52)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.001, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",26.60(1.52),96.61(0.19),52.11(4.52),26.53(4.58),93.30(0.38),17.51(0.40)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.01, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",26.20(1.92),96.66(0.25),53.78(2.88),28.18(4.42),93.44(0.54),17.73(0.41)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.01, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 20}",25.80(1.48),96.71(0.19),57.34(2.47),30.14(2.93),93.67(0.28),16.91(0.44)
