,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.1, 'epsilon': 0.01, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 19}",52.00(2.45),73.60(1.24),39.53(1.21),18.98(0.41),49.98(1.93),18.43(0.12)
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.1, 'epsilon': 0.01, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 19}",51.60(1.82),73.81(0.92),39.42(1.21),20.19(1.21),50.11(1.00),18.05(0.14)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.001, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 19}",50.80(0.84),74.21(0.42),39.39(1.06),19.38(0.38),51.59(0.54),2.98(0.01)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.001, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 19}",50.80(0.84),74.21(0.42),39.66(1.05),19.59(0.93),51.28(0.58),2.96(0.08)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.01, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 19}",51.40(2.07),73.91(1.05),39.86(0.85),19.74(0.21),51.24(1.12),2.98(0.01)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.01, 'epsilon': 0.01, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 19}",51.60(1.52),73.81(0.77),39.51(0.47),19.67(0.75),51.17(0.50),2.95(0.07)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.1, 'epsilon': 0.001, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 19}",51.20(1.30),74.01(0.66),39.10(0.32),19.52(0.67),51.00(0.83),7.74(0.07)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.1, 'epsilon': 0.001, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 19}",51.80(0.84),73.71(0.42),39.59(0.28),19.35(0.24),50.80(0.22),7.57(0.07)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.1, 'epsilon': 0.01, 'gamma': 0.5, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 19}",52.00(0.71),73.60(0.36),39.36(0.61),19.52(0.94),50.73(0.59),7.75(0.08)
"{'alpha': 0.5, 'beta': 0.8, 'delta': 0.1, 'epsilon': 0.01, 'gamma': 0.8, 'M': 500, 'theta1': 0.05, 'theta2': 0.75, 'N': 19}",51.80(0.84),73.71(0.42),39.37(0.43),19.59(0.54),50.80(0.65),7.55(0.09)
