,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",49.20(0.45),75.15(0.23),nan(nan),nan(nan),50.44(0.80),0.06(0.00)
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",49.20(1.64),75.15(0.83),nan(nan),nan(nan),49.27(0.54),0.06(0.00)
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",49.20(1.64),75.15(0.83),nan(nan),nan(nan),49.27(0.54),0.06(0.00)
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",49.20(1.64),75.15(0.83),nan(nan),nan(nan),49.27(0.54),0.06(0.00)
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",49.20(1.64),75.15(0.83),nan(nan),nan(nan),49.27(0.54),0.06(0.00)
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",49.20(1.64),75.15(0.83),nan(nan),nan(nan),49.27(0.54),0.06(0.00)
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",49.20(1.64),75.15(0.83),nan(nan),nan(nan),49.27(0.54),0.06(0.00)
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",49.20(1.64),75.15(0.83),nan(nan),nan(nan),49.27(0.54),0.06(0.00)
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",49.20(1.64),75.15(0.83),nan(nan),nan(nan),49.27(0.54),0.06(0.00)
"{'T': 8, 'gamma': 4.545, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",49.20(1.64),75.15(0.83),nan(nan),nan(nan),49.27(0.54),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",48.00(0.00),75.76(0.00),46.83(0.54),21.90(0.17),49.67(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",48.00(0.00),75.76(0.00),46.87(0.28),21.94(0.05),49.67(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",49.60(1.14),74.95(0.58),nan(nan),nan(nan),50.46(0.45),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",68.20(4.15),65.56(2.09),44.10(0.79),23.45(2.03),47.67(1.65),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",73.20(4.44),63.03(2.24),43.40(1.53),21.89(1.18),46.45(1.36),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",49.60(1.34),74.95(0.68),nan(nan),nan(nan),50.31(0.30),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",127.80(5.54),35.45(2.80),45.26(4.01),23.24(2.22),46.98(3.95),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",96.40(11.08),51.31(5.60),50.98(3.89),25.81(1.81),46.54(3.93),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",48.40(1.34),75.56(0.68),nan(nan),nan(nan),50.27(0.91),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",50.00(0.00),74.75(0.00),nan(nan),nan(nan),49.89(0.80),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",50.00(0.00),74.75(0.00),nan(nan),nan(nan),49.89(0.80),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",50.00(0.00),74.75(0.00),nan(nan),nan(nan),49.59(0.80),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",51.00(0.00),74.24(0.00),nan(nan),nan(nan),48.68(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",51.00(0.00),74.24(0.00),nan(nan),nan(nan),48.68(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",51.00(0.00),74.24(0.00),nan(nan),nan(nan),48.68(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",51.00(0.00),74.24(0.00),nan(nan),nan(nan),48.68(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",51.00(0.00),74.24(0.00),nan(nan),nan(nan),48.68(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",51.00(0.00),74.24(0.00),nan(nan),nan(nan),48.68(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",51.00(0.00),74.24(0.00),nan(nan),nan(nan),48.68(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",51.00(0.00),74.24(0.00),nan(nan),nan(nan),48.68(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 1}",51.00(0.00),74.24(0.00),nan(nan),nan(nan),48.68(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",48.00(0.00),75.76(0.00),46.83(0.54),21.90(0.17),49.67(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",48.00(0.00),75.76(0.00),46.87(0.28),21.94(0.05),49.67(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",49.60(1.14),74.95(0.58),nan(nan),nan(nan),50.46(0.45),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",68.80(4.55),65.25(2.30),44.09(0.63),23.41(2.11),47.32(1.92),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",73.40(4.22),62.93(2.13),43.38(1.55),21.88(1.18),46.39(1.23),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",49.60(1.34),74.95(0.68),nan(nan),nan(nan),50.31(0.30),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",127.80(5.54),35.45(2.80),45.26(4.01),23.24(2.22),46.98(3.95),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",96.40(11.08),51.31(5.60),50.98(3.89),25.81(1.81),46.54(3.93),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",48.40(1.34),75.56(0.68),nan(nan),nan(nan),50.27(0.91),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",50.00(0.00),74.75(0.00),nan(nan),nan(nan),49.89(0.80),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",50.00(0.00),74.75(0.00),nan(nan),nan(nan),49.89(0.80),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",49.00(0.00),75.25(0.00),nan(nan),nan(nan),49.34(0.00),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",50.00(0.00),74.75(0.00),nan(nan),nan(nan),49.59(0.80),0.06(0.00)
"{'T': 16, 'gamma': 4.545, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",51.00(0.00),74.24(0.00),nan(nan),nan(nan),48.68(0.00),0.06(0.00)
