,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 8, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",1809.40(1.95),60.67(0.04),nan(nan),nan(nan),50.10(0.05),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",1809.20(1.79),60.68(0.04),nan(nan),nan(nan),50.10(0.05),1.82(0.07)
"{'T': 8, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",1810.20(1.30),60.66(0.03),nan(nan),nan(nan),50.08(0.04),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",1809.40(1.95),60.67(0.04),nan(nan),nan(nan),50.10(0.05),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",1809.20(1.79),60.68(0.04),nan(nan),nan(nan),50.10(0.05),1.83(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",1810.20(1.30),60.66(0.03),nan(nan),nan(nan),50.08(0.04),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",1808.60(0.55),60.69(0.01),nan(nan),nan(nan),50.12(0.02),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",1808.80(0.45),60.69(0.01),nan(nan),nan(nan),50.12(0.01),1.79(0.01)
"{'T': 8, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 1}",1810.00(1.00),60.66(0.02),nan(nan),nan(nan),50.08(0.03),1.82(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",2730.80(5.89),40.65(0.13),63.80(1.02),55.81(1.32),50.56(0.17),1.77(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",2735.60(2.61),40.54(0.06),63.76(0.09),56.00(0.08),50.44(0.04),1.77(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",1808.20(1.79),60.70(0.04),nan(nan),nan(nan),50.15(0.05),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",2309.40(14.94),49.81(0.32),49.85(0.47),45.46(0.35),50.03(0.43),1.81(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",2298.40(25.05),50.05(0.54),51.10(0.93),47.32(1.25),50.51(0.48),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",1808.00(0.71),60.70(0.02),nan(nan),nan(nan),50.15(0.02),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",2089.40(11.24),54.59(0.24),45.31(0.70),41.81(0.56),50.28(0.36),1.82(0.07)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",2082.20(107.25),54.74(2.33),45.16(4.52),41.90(3.82),50.41(0.81),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",1808.00(1.41),60.70(0.03),nan(nan),nan(nan),50.15(0.04),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",2401.60(11.95),47.80(0.26),57.43(1.74),53.09(1.40),51.65(0.40),1.78(0.01)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",2449.00(9.06),46.77(0.20),57.04(0.49),51.07(0.48),51.10(0.27),1.81(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",1808.00(1.00),60.70(0.02),nan(nan),nan(nan),50.14(0.03),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",2412.40(17.56),47.57(0.38),55.89(0.27),49.76(0.57),51.05(0.16),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",2450.20(22.80),46.75(0.50),56.52(0.20),50.46(0.27),50.88(0.33),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",1808.60(1.14),60.69(0.02),nan(nan),nan(nan),50.13(0.03),1.82(0.07)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",2330.60(20.33),49.35(0.44),49.77(0.76),44.88(0.83),49.74(0.47),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",2341.20(31.11),49.12(0.68),49.49(0.72),44.72(0.82),49.42(0.64),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",1810.20(1.64),60.66(0.04),nan(nan),nan(nan),50.09(0.05),1.82(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",1808.80(1.79),60.69(0.04),nan(nan),nan(nan),50.12(0.05),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",1808.80(1.79),60.69(0.04),nan(nan),nan(nan),50.12(0.05),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",1810.00(1.22),60.66(0.03),nan(nan),nan(nan),50.08(0.03),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",1808.80(1.79),60.69(0.04),nan(nan),nan(nan),50.12(0.05),1.83(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",1808.80(1.79),60.69(0.04),nan(nan),nan(nan),50.12(0.05),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",1810.00(1.22),60.66(0.03),nan(nan),nan(nan),50.08(0.03),1.79(0.01)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",1808.80(0.45),60.69(0.01),nan(nan),nan(nan),50.12(0.01),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",1808.80(0.45),60.69(0.01),nan(nan),nan(nan),50.12(0.01),1.82(0.07)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",1809.80(1.30),60.67(0.03),nan(nan),nan(nan),50.09(0.04),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",2730.20(5.54),40.66(0.12),63.79(1.02),55.78(1.31),50.58(0.16),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",2735.60(2.61),40.54(0.06),63.76(0.09),56.00(0.08),50.44(0.04),1.82(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",1808.20(1.79),60.70(0.04),nan(nan),nan(nan),50.15(0.05),1.80(0.01)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",2309.80(36.00),49.80(0.78),49.80(1.27),45.48(0.97),50.04(0.85),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",2284.60(40.94),50.35(0.89),51.08(0.82),47.28(0.96),50.77(0.88),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",1808.00(0.71),60.70(0.02),nan(nan),nan(nan),50.15(0.02),1.82(0.05)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",2089.80(10.76),54.58(0.23),45.43(0.59),41.84(0.43),50.30(0.35),1.78(0.01)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",2082.20(107.76),54.74(2.34),45.17(4.52),41.90(3.82),50.41(0.80),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",1808.00(1.41),60.70(0.03),nan(nan),nan(nan),50.15(0.04),1.82(0.07)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",1821.40(5.13),60.41(0.11),nan(nan),nan(nan),50.21(0.09),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",1880.40(132.31),59.13(2.88),nan(nan),nan(nan),50.32(0.40),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",1808.40(1.67),60.70(0.04),nan(nan),nan(nan),50.13(0.04),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",1818.80(3.03),60.47(0.07),nan(nan),nan(nan),50.22(0.05),1.81(0.06)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",1816.40(1.82),60.52(0.04),nan(nan),nan(nan),50.41(0.09),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",1807.80(1.10),60.71(0.02),nan(nan),nan(nan),50.15(0.03),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",1883.80(114.87),59.06(2.50),nan(nan),nan(nan),50.15(0.40),1.78(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",2051.00(145.12),55.42(3.15),nan(nan),nan(nan),50.48(0.54),1.81(0.05)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",1810.00(1.22),60.66(0.03),nan(nan),nan(nan),50.09(0.03),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",1809.40(1.52),60.67(0.03),nan(nan),nan(nan),50.10(0.04),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",1809.40(1.52),60.67(0.03),nan(nan),nan(nan),50.10(0.04),1.83(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",1810.00(1.22),60.66(0.03),nan(nan),nan(nan),50.08(0.03),1.80(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",1809.40(1.52),60.67(0.03),nan(nan),nan(nan),50.10(0.04),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",1809.40(1.52),60.67(0.03),nan(nan),nan(nan),50.10(0.04),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",1810.00(1.22),60.66(0.03),nan(nan),nan(nan),50.08(0.03),1.82(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",1809.20(0.45),60.68(0.01),nan(nan),nan(nan),50.10(0.01),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",1809.20(0.45),60.68(0.01),nan(nan),nan(nan),50.10(0.01),1.79(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",1809.60(0.55),60.67(0.01),nan(nan),nan(nan),50.09(0.02),1.82(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",2728.60(6.23),40.70(0.14),63.82(0.98),55.51(1.23),50.64(0.15),1.78(0.01)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",2735.40(2.88),40.55(0.06),63.61(0.13),55.69(0.14),50.45(0.04),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",1808.80(1.30),60.69(0.03),nan(nan),nan(nan),50.13(0.03),1.79(0.01)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",2312.40(15.39),49.74(0.33),49.85(0.50),45.52(0.41),49.97(0.40),1.81(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",2302.00(24.83),49.97(0.54),50.84(1.09),46.71(1.49),50.48(0.60),1.77(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",1808.00(0.71),60.70(0.02),nan(nan),nan(nan),50.15(0.02),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",2100.20(22.33),54.35(0.49),44.93(0.61),41.48(0.37),49.96(0.43),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",2071.80(123.82),54.97(2.69),44.54(4.89),41.62(4.07),50.33(0.63),1.81(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",1808.00(1.41),60.70(0.03),nan(nan),nan(nan),50.15(0.04),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",2499.60(31.54),45.67(0.69),58.61(1.87),53.83(1.93),50.56(0.62),1.77(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",2462.20(11.37),46.49(0.25),57.51(0.32),51.39(0.33),51.14(0.31),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",1808.00(1.00),60.70(0.02),nan(nan),nan(nan),50.14(0.03),1.81(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",2425.60(17.44),47.28(0.38),55.98(0.64),49.49(1.00),51.09(0.25),1.77(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",2470.60(10.21),46.30(0.22),56.72(0.38),50.58(0.29),50.64(0.26),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",1808.20(1.64),60.70(0.04),nan(nan),nan(nan),50.14(0.05),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",2301.60(17.92),49.98(0.39),50.25(0.46),45.29(0.47),50.26(0.49),1.82(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",2312.60(21.40),49.74(0.47),50.22(0.74),45.52(0.41),50.12(0.54),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",1809.20(0.84),60.68(0.02),nan(nan),nan(nan),50.11(0.03),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",1809.40(1.95),60.67(0.04),nan(nan),nan(nan),50.10(0.05),1.82(0.05)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",1809.20(1.79),60.68(0.04),nan(nan),nan(nan),50.10(0.05),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",1810.20(1.30),60.66(0.03),nan(nan),nan(nan),50.08(0.04),1.79(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",1809.40(1.95),60.67(0.04),nan(nan),nan(nan),50.10(0.05),1.79(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",1809.20(1.79),60.68(0.04),nan(nan),nan(nan),50.10(0.05),1.82(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",1810.20(1.30),60.66(0.03),nan(nan),nan(nan),50.08(0.04),1.79(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",1808.60(0.55),60.69(0.01),nan(nan),nan(nan),50.12(0.02),1.79(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",1808.80(0.45),60.69(0.01),nan(nan),nan(nan),50.12(0.01),1.82(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 1}",1810.00(1.00),60.66(0.02),nan(nan),nan(nan),50.08(0.03),1.79(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",2728.60(6.23),40.70(0.14),63.82(0.98),55.51(1.23),50.64(0.15),1.77(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",2735.40(2.88),40.55(0.06),63.61(0.13),55.69(0.14),50.45(0.04),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",1808.80(1.30),60.69(0.03),nan(nan),nan(nan),50.13(0.03),1.81(0.05)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",2313.80(13.97),49.71(0.30),49.81(0.48),45.48(0.39),49.96(0.38),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",2298.20(26.94),50.05(0.59),50.98(1.07),46.89(1.41),50.52(0.58),1.77(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",1808.00(0.71),60.70(0.02),nan(nan),nan(nan),50.15(0.02),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",2099.00(22.26),54.38(0.48),45.00(0.68),41.56(0.46),50.00(0.45),1.82(0.09)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",2071.60(123.87),54.98(2.69),44.54(4.89),41.62(4.07),50.33(0.62),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",1808.00(1.41),60.70(0.03),nan(nan),nan(nan),50.15(0.04),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",2433.40(18.06),47.11(0.39),59.00(1.43),53.89(1.04),51.69(0.44),1.81(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",2456.60(9.91),46.61(0.22),57.49(0.37),51.40(0.24),51.12(0.25),1.77(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",1808.00(1.00),60.70(0.02),nan(nan),nan(nan),50.14(0.03),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",2404.00(26.63),47.75(0.58),56.30(0.71),50.06(0.43),51.21(0.41),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",2460.60(19.86),46.52(0.43),56.62(0.16),50.27(0.22),50.78(0.22),1.81(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",1808.20(1.64),60.70(0.04),nan(nan),nan(nan),50.14(0.05),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",2318.00(20.09),49.62(0.44),50.26(0.34),45.20(0.34),50.02(0.43),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",2329.80(19.58),49.36(0.43),49.64(0.66),44.60(0.49),49.72(0.39),1.78(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",1809.20(0.84),60.68(0.02),nan(nan),nan(nan),50.11(0.03),1.82(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",1808.80(1.79),60.69(0.04),nan(nan),nan(nan),50.12(0.05),1.79(0.00)
