,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 8, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",431.20(25.90),60.66(2.36),63.45(2.60),59.98(2.30),60.65(2.36),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",499.80(31.41),54.40(2.87),56.09(6.17),54.59(5.81),54.39(2.85),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",540.80(8.50),50.66(0.78),50.89(1.35),50.48(1.33),50.65(0.78),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",547.20(12.03),50.07(1.10),49.72(0.98),50.29(1.58),50.07(1.10),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 1}",545.60(1.14),50.22(0.10),nan(nan),nan(nan),50.13(0.10),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",557.60(8.88),49.12(0.81),49.46(0.72),50.32(0.76),49.12(0.81),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",545.20(15.66),50.26(1.43),50.27(1.25),50.95(1.37),50.25(1.43),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",544.60(1.14),50.31(0.10),nan(nan),nan(nan),50.22(0.10),0.33(0.08)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",565.20(17.43),48.43(1.59),48.27(2.10),49.36(2.02),48.44(1.60),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",538.40(10.21),50.88(0.93),51.78(1.69),52.14(2.18),50.87(0.94),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",545.00(1.73),50.27(0.16),nan(nan),nan(nan),50.18(0.16),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",546.00(11.11),50.18(1.01),49.67(1.83),49.85(1.85),50.18(1.01),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",514.80(11.73),53.03(1.07),53.03(1.58),53.55(1.76),53.03(1.08),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",546.40(1.14),50.15(0.10),nan(nan),nan(nan),50.06(0.10),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",545.80(33.22),50.20(3.03),52.42(6.40),51.75(4.39),50.18(3.00),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",521.80(16.27),52.39(1.48),53.88(3.13),52.28(2.13),52.37(1.49),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",544.80(1.48),50.29(0.14),nan(nan),nan(nan),50.20(0.14),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",557.80(8.64),49.11(0.79),49.43(0.72),50.27(0.80),49.10(0.79),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",544.40(18.06),50.33(1.65),50.24(1.24),50.94(1.33),50.33(1.65),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",545.20(1.30),50.26(0.12),nan(nan),nan(nan),50.17(0.12),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",564.40(15.06),48.50(1.37),48.02(1.86),49.03(1.91),48.51(1.38),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",524.80(17.54),52.12(1.60),52.34(2.79),52.27(2.81),52.11(1.61),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",546.20(1.92),50.16(0.18),nan(nan),nan(nan),50.07(0.18),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",446.00(21.66),59.31(1.98),62.05(2.50),58.85(2.37),59.31(1.98),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",472.00(48.80),56.93(4.45),58.61(7.86),56.79(8.15),56.93(4.44),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",429.40(21.45),60.82(1.96),63.47(2.40),60.07(2.64),60.82(1.95),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",486.60(44.49),55.60(4.06),57.29(7.09),55.56(6.84),55.60(4.04),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",544.00(7.31),50.36(0.67),49.94(1.45),49.51(1.00),50.36(0.67),0.33(0.05)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",539.40(5.90),50.78(0.54),50.92(0.92),51.20(1.54),50.78(0.54),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",545.60(1.14),50.22(0.10),nan(nan),nan(nan),50.13(0.10),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",557.60(8.88),49.12(0.81),49.46(0.72),50.32(0.76),49.12(0.81),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",545.20(15.66),50.26(1.43),50.27(1.25),50.95(1.37),50.25(1.43),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",544.60(1.14),50.31(0.10),nan(nan),nan(nan),50.22(0.10),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",565.20(17.43),48.43(1.59),48.27(2.10),49.36(2.02),48.44(1.60),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",538.40(10.21),50.88(0.93),51.78(1.69),52.14(2.18),50.87(0.94),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",545.00(1.73),50.27(0.16),nan(nan),nan(nan),50.18(0.16),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",546.00(11.11),50.18(1.01),49.67(1.83),49.85(1.85),50.18(1.01),0.30(0.01)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",514.80(11.73),53.03(1.07),53.03(1.58),53.55(1.76),53.03(1.08),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",546.40(1.14),50.15(0.10),nan(nan),nan(nan),50.06(0.10),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",545.60(33.08),50.22(3.02),52.43(6.40),51.75(4.38),50.20(2.98),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",521.80(16.81),52.39(1.53),53.89(3.14),52.29(2.13),52.37(1.54),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",544.80(1.48),50.29(0.14),nan(nan),nan(nan),50.20(0.14),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",558.60(11.37),49.03(1.04),49.26(0.80),50.13(0.52),49.03(1.04),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",547.40(16.21),50.05(1.48),50.39(1.56),51.03(1.55),50.05(1.48),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",545.20(1.30),50.26(0.12),nan(nan),nan(nan),50.17(0.12),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",563.80(12.11),48.56(1.11),47.89(1.86),48.95(2.18),48.56(1.11),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",524.80(17.54),52.12(1.60),52.34(2.79),52.27(2.81),52.11(1.61),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",546.20(1.92),50.16(0.18),nan(nan),nan(nan),50.07(0.18),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",459.80(40.68),58.05(3.71),62.46(5.77),61.60(5.72),58.05(3.71),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",372.80(9.76),65.99(0.89),74.01(1.06),73.56(0.93),65.98(0.89),0.33(0.07)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",423.80(36.29),61.33(3.31),68.04(4.77),67.52(4.88),61.33(3.31),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",387.00(4.24),64.69(0.39),72.66(0.98),72.39(0.86),64.68(0.39),0.29(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",531.20(4.15),51.53(0.38),53.04(0.58),53.35(0.77),51.53(0.38),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",527.40(5.03),51.88(0.46),52.67(0.48),53.02(0.74),51.88(0.46),0.30(0.00)
"{'T': 8, 'gamma': 6.25, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",545.40(1.14),50.24(0.10),nan(nan),nan(nan),50.15(0.10),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",557.60(8.88),49.12(0.81),49.46(0.72),50.32(0.76),49.12(0.81),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",545.20(15.66),50.26(1.43),50.27(1.25),50.95(1.37),50.25(1.43),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",543.20(0.84),50.44(0.08),nan(nan),nan(nan),50.35(0.08),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",564.60(18.12),48.49(1.65),48.28(2.10),49.38(2.03),48.49(1.66),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",538.20(10.13),50.89(0.92),51.77(1.69),52.12(2.19),50.89(0.93),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",545.20(1.64),50.26(0.15),nan(nan),nan(nan),50.17(0.15),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",553.00(16.46),49.54(1.50),49.02(1.50),49.56(1.25),49.54(1.50),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",521.60(9.79),52.41(0.89),52.57(1.80),52.91(1.87),52.40(0.90),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",546.20(1.48),50.16(0.14),nan(nan),nan(nan),50.07(0.14),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",542.60(29.18),50.49(2.66),52.96(6.35),52.36(4.00),50.48(2.63),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",521.60(16.83),52.41(1.54),53.91(3.17),52.28(2.14),52.39(1.54),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",544.20(1.64),50.35(0.15),nan(nan),nan(nan),50.26(0.15),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",557.60(8.82),49.12(0.80),49.43(0.73),50.27(0.78),49.12(0.81),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",544.60(18.01),50.31(1.64),50.23(1.25),50.94(1.35),50.31(1.65),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",545.00(1.22),50.27(0.11),nan(nan),nan(nan),50.18(0.11),0.33(0.07)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",560.00(14.27),48.91(1.30),48.85(1.73),49.99(2.00),48.91(1.31),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",532.40(21.05),51.42(1.92),51.88(3.00),51.87(2.96),51.42(1.93),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",546.20(1.92),50.16(0.18),nan(nan),nan(nan),50.07(0.18),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",440.00(20.43),59.85(1.86),63.40(1.90),60.46(1.11),59.85(1.86),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",463.20(35.15),57.74(3.21),60.04(6.81),57.94(6.63),57.73(3.19),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",422.60(24.80),61.44(2.26),65.17(2.42),62.16(1.86),61.44(2.26),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",478.20(24.17),56.37(2.21),58.16(5.60),56.37(5.38),56.36(2.18),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",545.80(0.84),50.20(0.08),nan(nan),nan(nan),50.11(0.08),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",537.00(10.58),51.00(0.97),51.13(1.36),50.78(1.25),51.00(0.97),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",545.20(11.78),50.26(1.07),49.87(1.05),50.67(1.51),50.25(1.07),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 1}",545.40(1.14),50.24(0.10),nan(nan),nan(nan),50.15(0.10),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",557.60(8.88),49.12(0.81),49.46(0.72),50.32(0.76),49.12(0.81),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",545.20(15.66),50.26(1.43),50.27(1.25),50.95(1.37),50.25(1.43),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",543.20(0.84),50.44(0.08),nan(nan),nan(nan),50.35(0.08),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",564.60(18.12),48.49(1.65),48.28(2.10),49.38(2.03),48.49(1.66),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",538.20(10.13),50.89(0.92),51.77(1.69),52.12(2.19),50.89(0.93),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",545.20(1.64),50.26(0.15),nan(nan),nan(nan),50.17(0.15),0.30(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",553.00(16.46),49.54(1.50),49.02(1.50),49.56(1.25),49.54(1.50),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",521.60(9.79),52.41(0.89),52.57(1.80),52.91(1.87),52.40(0.90),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",546.20(1.48),50.16(0.14),nan(nan),nan(nan),50.07(0.14),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",542.60(29.18),50.49(2.66),52.96(6.35),52.36(4.00),50.48(2.63),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",521.60(16.83),52.41(1.54),53.91(3.17),52.28(2.14),52.39(1.54),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",544.20(1.64),50.35(0.15),nan(nan),nan(nan),50.26(0.15),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",557.80(8.47),49.11(0.77),49.43(0.73),50.27(0.78),49.10(0.77),0.33(0.07)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",544.60(18.01),50.31(1.64),50.23(1.25),50.94(1.35),50.31(1.65),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",545.00(1.22),50.27(0.11),nan(nan),nan(nan),50.18(0.11),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",560.00(14.27),48.91(1.30),48.85(1.73),49.99(2.00),48.91(1.31),0.29(0.00)
"{'T': 16, 'gamma': 6.25, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",532.40(21.05),51.42(1.92),51.88(3.00),51.87(2.96),51.42(1.93),0.29(0.00)
